#,Question,correct_query,generated_query,temp_0.2,temp_0.4,temp_0.6
84,Which is most used desktop application  ?,"SELECT app_name, SUM(active_time) as sum_active_time FROM unum_askskan.events_delta_tb WHERE agent_type = 2 AND  event_date >= '2023-04-01' AND event_date <= '2023-04-30'  GROUP BY app_name ORDER BY sum_active_time DESC LIMIT 1","SELECT app_name, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND agent_type != 0 GROUP BY app_name ORDER BY total_active_time DESC LIMIT 1 ""","SELECT app_name, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND agent_type != 0 GROUP BY app_name ORDER BY total_active_time DESC LIMIT 1 ""","SELECT app_name, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND agent_type != 0 GROUP BY app_name ORDER BY total_active_time DESC LIMIT 1 ""","SELECT app_name, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND agent_type != 0 GROUP BY app_name ORDER BY total_active_time DESC LIMIT 1 """
85,Is there any mainframe application in this <specific persona>  ?,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
86,When is first  event for the day for a <specific persona>  ?,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
87,When is last  event for the day for a <specific persona>  ?,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
88,Which pariticpant has worked most days in this month ?,"SELECT participant_name, COUNT(DISTINCT event_date) AS work_days FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY work_days DESC LIMIT 1","SELECT participant_name, COUNT(DISTINCT event_date) AS days_worked FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY days_worked DESC LIMIT 1 ""","SELECT participant_name, COUNT(DISTINCT DATE(event_date)) AS days_worked FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY days_worked DESC LIMIT 1 ""","SELECT participant_name, COUNT(DISTINCT event_date) AS days_worked FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY days_worked DESC LIMIT 1 ""","SELECT participant_name, COUNT(DISTINCT DATE(event_date)) AS days_worked FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY days_worked DESC LIMIT 1 """
89,Which pariticpant was on leave most days in this month ?,"SELECT participant_name, COUNT(DISTINCT event_date) AS leave_days FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01'             AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY leave_days ASC LIMIT 1","SELECT participant_name, SUM(idle_time) AS total_idle_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY total_idle_time DESC LIMIT 1 ""","SELECT participant_name, SUM(idle_time) AS total_idle_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY total_idle_time DESC LIMIT 1 ""","SELECT participant_name, SUM(idle_time) AS total_idle_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY total_idle_time DESC LIMIT 1 ""","SELECT participant_name, SUM(idle_time) AS total_idle_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name ORDER BY total_idle_time DESC LIMIT 1 """
90,How many cases are we likely to close this week in a <specific persona>  ?,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
91,Which participant will work on the highest count of case this week for a <specific persona> ?,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
92,Which will be the most used application next month ?,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
93,How many users use this <specific application> ?,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
94,what is the average count of users on leave in a <specific persona>,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
95,Which hour of the day is this <specific participant> most productive ?,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
96,Which hour of the day is this <specific participant> least productive ?,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
97,Which day of the week is this <specific participant> least productive ?,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
98,Which day of the week is this <specific participant> most productive ?,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
99,which are the participants who work on multiple persona?,SELECT participant_name FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30'             GROUP BY participant_name HAVING COUNT(DISTINCT persona_name) > 1 LIMIT 10,"SELECT participant_name FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name, persona_name HAVING COUNT(DISTINCT persona_name) > 1 LIMIT 10 ""","SELECT participant_name FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name, persona_name HAVING COUNT(DISTINCT persona_name) > 1 LIMIT 10 ""","SELECT participant_name FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name HAVING COUNT(DISTINCT persona_name) > 1 LIMIT 10 ""","SELECT participant_name FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant_name, persona_name HAVING COUNT(DISTINCT persona_name) > 1 LIMIT 10 """
100,Which application has most activities named by a Human in the loop ?,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
1000,which hour of the day has the highest events for this LES persona,"SELECT SUBSTRING(event_time, 12, 2) AS hour, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY hour ORDER BY count DESC LIMIT 1","SELECT HOUR(event_time) AS hour, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE participant_name = 'LES' AND persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_time) ORDER BY count DESC LIMIT 1 ""","SELECT HOUR(event_time) AS hour, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE participant_name = 'LES' AND persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY hour ORDER BY count DESC LIMIT 1 ""","SELECT HOUR(event_time) AS hour, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE participant_name = 'LES' AND persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_time) ORDER BY count DESC LIMIT 1 ""","SELECT HOUR(event_time) AS hour, COUNT(*) AS event_count FROM unum_askskan.events_delta_tb WHERE participant_name = 'LES' AND persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_time) ORDER BY event_count DESC LIMIT 1 """
1001,which hour of the day has the highest events for this CES persona,"SELECT SUBSTRING(event_time, 12, 2) AS hour, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY SUBSTRING(event_time, 12, 2) ORDER BY count DESC LIMIT 1","SELECT HOUR(event_date) AS hour, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_date) ORDER BY count DESC LIMIT 10 ""","SELECT HOUR(event_date) AS hour, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_date) ORDER BY count DESC LIMIT 10 ""","SELECT HOUR(event_date) AS hour, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_date) ORDER BY count DESC LIMIT 10 ""","SELECT HOUR(event_date) AS hour, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_date) ORDER BY count DESC LIMIT 10 """
1002,which hour of the day has the highest events for this Do Not Use persona,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
1003,which hour of the day has the highest events for this TEST persona,"SELECT SUBSTRING(event_time, 12, 2) as hour, COUNT(*) as count FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND             event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY hour ORDER BY count DESC LIMIT 1","SELECT HOUR(event_date) AS hour, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_id = '615db203fc4e3325b04bbc0f' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_date) ORDER BY count DESC LIMIT 10 ""","SELECT HOUR(event_date) AS hour, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_id = '615db203fc4e3325b04bbc0f' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_date) ORDER BY count DESC LIMIT 10 ""","SELECT HOUR(event_date) AS hour, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_id = '615db203fc4e3325b04bbc0f' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY hour ORDER BY count DESC LIMIT 10 ""","SELECT HOUR(event_time) AS hour, COUNT(*) AS event_count FROM unum_askskan.events_delta_tb WHERE persona_id = '615db203fc4e3325b04bbc0f' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_time) ORDER BY event_count DESC LIMIT 1 """
1004,which hour of the day has the least events for this LES persona,"SELECT SUBSTRING(event_time,12,2) as hour, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY hour ORDER BY count LIMIT 1","SELECT HOUR(event_time) AS hour, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE participant_name = 'LES' AND MONTH(event_date) = 4 AND YEAR(event_date) = 2023 GROUP BY hour ORDER BY count ASC LIMIT 1 ""","SELECT HOUR(event_time) AS hour, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE participant_name = 'LES' AND MONTH(event_date) = 4 AND YEAR(event_date) = 2023 GROUP BY HOUR(event_time) ORDER BY count ASC LIMIT 1 ""","SELECT HOUR(event_time) AS hour, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE participant_name = 'LES' AND MONTH(event_date) = 4 AND YEAR(event_date) = 2023 GROUP BY hour ORDER BY count ASC LIMIT 1 ""","SELECT HOUR(event_time) AS hour, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE participant_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY hour ORDER BY count ASC LIMIT 1 """
1005,which hour of the day has the least events for this CES persona,"SELECT SUBSTRING(event_time, 12, 2) AS hour, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY hour ORDER BY count ASC LIMIT 1","SELECT HOUR(event_date) AS hour, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY hour ORDER BY count ASC LIMIT 1 ""","SELECT HOUR(event_date) AS hour, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND MONTH(event_date) = 4 AND YEAR(event_date) = 2023 GROUP BY HOUR(event_date) ORDER BY count ASC LIMIT 1 ""","SELECT HOUR(event_date) AS hour, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_date) ORDER BY count ASC LIMIT 1 ""","SELECT HOUR(event_date) AS hour, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND MONTH(event_date) = 4 AND YEAR(event_date) = 2023 GROUP BY hour ORDER BY count ASC LIMIT 1 """
1006,which hour of the day has the least events for this Do Not Use persona,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
1007,which hour of the day has the least events for this TEST persona,"SELECT SUBSTRING(event_time, 12, 2) AS hour, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND persona_name = 'TEST' GROUP BY hour ORDER BY count ASC LIMIT 1","SELECT HOUR(event_time) AS hour, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE participant_name = 'TEST' AND persona_name = 'persona' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_time) ORDER BY count ASC LIMIT 1 ""","SELECT HOUR(event_time) AS hour, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE participant_name = 'TEST' AND persona_name = 'persona' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_time) ORDER BY count ASC LIMIT 1 ""","SELECT HOUR(event_time) AS hour, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE participant_name = 'TEST' AND persona_name = 'persona' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_time) ORDER BY count ASC LIMIT 1 ""","SELECT HOUR(event_time) AS hour, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE participant_name = 'TEST' AND persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_time) ORDER BY count LIMIT 1 """
1008,which day of the week has the highest events  for this LES persona,"SELECT date_format(event_date, 'EEEE') AS day_of_week, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY count DESC LIMIT 1","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, COUNT(*) AS event_count FROM unum_askskan.events_delta_tb WHERE participant_name = 'LES' AND persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY event_count DESC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, COUNT(*) AS event_count FROM unum_askskan.events_delta_tb WHERE participant_name = 'LES' AND persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY event_count DESC LIMIT 1 ""","SELECT date_format(event_date, 'EEEE') AS day_of_week, COUNT(*) AS event_count FROM unum_askskan.events_delta_tb WHERE participant_name = 'LES' AND persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY event_count DESC LIMIT 1 ""","SELECT DATE_FORMAT(event_date,'EEEE') AS day_of_week, COUNT(*) AS event_count FROM unum_askskan.events_delta_tb WHERE participant_name = 'LES' AND persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY event_count DESC LIMIT 1 """
1009,which day of the week has the highest events  for this CES persona,"SELECT date_format(event_date, 'EEEE') AS day_of_week, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY count DESC LIMIT 1","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, COUNT(*) AS event_count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY event_count DESC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, COUNT(*) AS event_count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY event_count DESC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, COUNT(*) AS event_count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY event_count DESC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, COUNT(*) AS events_count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY events_count DESC LIMIT 1 """
